Team Number,Advisor,Problem,Ranking,Institution ID
Guangzhou,Zhiheng Huang,B,Honorable Mention,1315
Guang Zhou,Shaohui Zhang,D,Successful Participant,887
Chengdu,Hao Wang,A,Successful Participant,322
Beijing,Lizhuo Zhang,A,Honorable Mention,1681
Changsha,Hongyan Zhang,D,Honorable Mention,1378
Chengdu,Shiping Du,D,Honorable Mention,1138
Beijing,Mingyun Tang,A,Honorable Mention,1406
wuhan,Zuoqing Chen,A,Honorable Mention,289
Kunming,Bo Li,A,Honorable Mention,827
Shanghai,Li Zhou,A,Successful Participant,125
Wuhan,Yanling Xu,D,Meritorious,611
macau,ZHI LIU,A,Successful Participant,1366
Nanning,Wei Cheng Dong,A,Successful Participant,414
Shanghai,Junfeng Yin,D,Honorable Mention,681
Hefei,Huayou Chen,A,Successful Participant,896
Beijing,Jing Zhang,D,Honorable Mention,761
Wuhan,JINGBO SHENG,B,Honorable Mention,1124
Baoding,Qian KONG,A,Honorable Mention,1307
Beijjing,Peng Wang,A,Successful Participant,842
Baoding,Jinwei SHI,C,Honorable Mention,133
Beijing,Cao Xiaoyong,D,Honorable Mention,639
Xi'an,Hailin Feng,C,Honorable Mention,579
Beijing,Guifeng Yan,D,Honorable Mention,894
Zhengzhou,Yanling Cai,D,Honorable Mention,9
Wuhan,Yuan Ming Hu,A,Successful Participant,36
Chongqing,Luosheng Wen,D,Honorable Mention,231
shenyang,Qicheng Xu,B,Honorable Mention,33
Wuhan,Yuanming Hu,A,Meritorious,694
Shenyang,Liu Hongjuan,B,Successful Participant,1279
Tianjin,Zhenghai Huang,B,Meritorious,1537
Xi'an,shibin fu,A,Successful Participant,598
Hangzhou,Linlin Fan,D,Meritorious,290
Guangzhou,shaohui zhang,A,Successful Participant,1206
Wuhan,Li Wei,C,Successful Participant,1212
Halifax,Dorette A Pronk,A,Successful Participant,519
Guangzhou,Zhenyou Wang,D,Honorable Mention,1296
Jinan,Ye Wang,A,Successful Participant,366
Nanjing,Yongzhong Sun,A,Honorable Mention,816
Changping,Pan Zhi,A,Successful Participant,674
Nanchang,Zhao Yang,A,Successful Participant,141
Nanjing,Yuan Xu,A,Successful Participant,1627
Chengdu,Yongdao Zhou,A,Successful Participant,322
Beijing,Dan Tang,D,Honorable Mention,398
Beijing,Aiwen Wang,D,Successful Participant,1346
Shanghai,Donghua Wu,A,Successful Participant,704
Shanghai,Na Ruan,B,Meritorious,1321
Shanghai,Jialiang Lu,A,Honorable Mention,1321
Shenyang,Shuxian Miao,A,Successful Participant,438
Wuhan,Guoguang Yan,A,Successful Participant,527
Hangzhou,Biao Wu,C,Honorable Mention,290
Luoyang,Chao Xu,B,Honorable Mention,1670
Beijing,Zhaoxia Liu,B,Successful Participant,861
Hangzhou,Hua Xu,B,Successful Participant,689
Wuhan,Dai Mingqiang,A,Successful Participant,1212
Beijing,Wu Jianbo,B,Honorable Mention,1519
Zibo,Jinling Zhao,A,Successful Participant,1447
Weihai,Bing Yang,D,Successful Participant,314
Stony Brook,Stan Winston,A,Honorable Mention,666
Dalian,Qi Jia,B,Honorable Mention,640
Qingdao,Weiguo Li,A,Successful Participant,331
Hangzhou,Huizeng Zhang,A,Meritorious,906
Harbin,Fangge Li,B,Honorable Mention,1260
Xi'an,He Huang,A,Meritorious,1095
Harbin,Xilian Wang,A,Honorable Mention,1021
Troy,Peter Roland Kramer,A,Meritorious,659
Tarttila,Jarkko Olavi Kettunen,A,Successful Participant,1067
Tianjin,Yuqin Zhang,B,Honorable Mention,1113
Guangzhou,Chaoyong Jin,A,Successful Participant,1296
Wuhan,HongZhi Zhang,A,Honorable Mention,1660
Shenyang,Xiaojun Lu,B,Honorable Mention,566
South Hadley,Jessica S Sidman,B,Honorable Mention,439
Dalian,Ming Zhu,A,Honorable Mention,640
TianjinChina,Songlin Wang,A,Successful Participant,1179
Xi'an,Xiuyun Zheng,D,Successful Participant,317
Zhuhai,Changdong Wang,B,Unsuccessful,1445
Nanchang,Luo Qingyu,A,Honorable Mention,141
Wuhan,Xiangjun Wang,C,Honorable Mention,202
Beijing,HaiYun Zhang,D,Successful Participant,639
Xi'an,Junmin Zhang,A,Successful Participant,1662
Jiaozuo City,Wenling Li,A,Successful Participant,1038
Beijing,Jiangrong Chen,A,Honorable Mention,3
Xinxiang,Haiju Fan,B,Successful Participant,556
Dalian,Gang Jiatai,B,Honorable Mention,1454
Nanjing,Xingang Jia,C,Honorable Mention,686
Guangzhou,Juntao Li,A,Meritorious,1315
Chongqing,Ming Lei,D,Successful Participant,1592
Qingdao,Yongsheng Ren,B,Meritorious,1244
Chengdu,Guanghui Cheng,D,Finalist,917
Xiamen,Jianbin Zheng,A,Honorable Mention,1250
Changchun,Chunling Cao,A,Meritorious,658
Hengyang,Liao Jiding,A,Successful Participant,1517
Beijing,Zuguo He,A,Successful Participant,302
Beijing,Yanmei Teng,A,Honorable Mention,1322
Beibei,Xianning Liu,C,Successful Participant,294
Lancaster,Christina M Weaver,A,Honorable Mention,223
Rotterdam,Christiaan Heij,A,Meritorious,898
Dalian,Yiwei Liu,B,Successful Participant,640
Chengdu CitySichuan Province,Wenye Yan,D,Successful Participant,787
Xi'an,Dongshuang Hou,D,Successful Participant,790
shanghai,liu jiang hui,D,Successful Participant,1544
Beijing,Linlin Shao,A,Meritorious,1414
Wuhan,Deng Aijiao,A,Honorable Mention,36
Shanghai,Jiansheng Yang,B,Honorable Mention,474
Changsha,Hongyan Zhang,D,Meritorious,1378
Chengdu,Hailiang Zhao,A,Honorable Mention,486
Baoding,Qian KONG,D,Meritorious,1307
Nanjing,Yamin Guo,B,Successful Participant,1284
Shanghai,JIAMIN LIU,A,Successful Participant,950
Chaoyang District,Jinyang Huang,A,Successful Participant,340
Guilin,Ning Zhu,A,Successful Participant,1039
Shanghai,Xiaolong Pu,A,Honorable Mention,1104
Wuhan,Zhengyang Mei,C,Finalist,202
Tianjin,YUN ZHANG,C,Honorable Mention,169
Changsha,Hongyan Zhang,A,Successful Participant,1378
Youngstown,Paddy W. Taylor,B,Honorable Mention,380
Beibei,Jia Li,A,Honorable Mention,294
Bellingham,Tjalling Ypma,A,Honorable Mention,442
Shanghai,SUN YUE,A,Successful Participant,1568
Beijing,Yacong Zhang,A,Honorable Mention,1048
Beijing,jing Xu,C,Successful Participant,398
Guangzhou,Qiru Wang,D,Successful Participant,1315
Shenzhen,Jingzhi Li,C,Honorable Mention,333
Chengdu,Ye Jianjun,B,Successful Participant,486
Nanjing,Quan Yuan,A,Honorable Mention,1337
Yantai,Zhenxiang Dai,A,Successful Participant,93
Shanghai,Liu Zhaohui,B,Successful Participant,21
Guangzhou,Hongchu Wang,B,Successful Participant,1206
Shanghai,Junfeng Yin,A,Successful Participant,681
ZhengZhou,Xiaofeng Guo,A,Honorable Mention,528
Shanghai,Yanfen Cui,B,Successful Participant,474
Zhuhai,MengHong Bao,B,Successful Participant,1203
Shandong Qingdao,Li HongWei,A,Successful Participant,367
Rock Hill,Zachary J Abernathy,B,Honorable Mention,370
Xiâ€™an,Wenhui Meng,A,Successful Participant,502
HARBIN,ZHANG XIAOWEI,B,Honorable Mention,1041
Beijing,Yuyang Huang,C,Successful Participant,875
Shanghai,Yongming Liu,B,Successful Participant,1111
Shanghai,Lian Zhou,A,Honorable Mention,441
Shenyang,Wang Hongzeng,A,Successful Participant,813
Milwaukee,Gabriella Pinter,A,Honorable Mention,928
Shanghai,Chengdong Dong,A,Honorable Mention,390
Guangzhou,Yongkuan Cheng,A,Honorable Mention,580
Weihai,Rongning Qu,A,Honorable Mention,757
Hangzhou,Zhifeng Zhang,D,Successful Participant,335
Beijing,Xiaoyong Cao,D,Successful Participant,869
Beijing,Xingwu Zhang,A,Successful Participant,619
ChengDu,Shaowen Li,A,Successful Participant,1236
Xi'an,Banghe Han,C,Honorable Mention,579
Xuzhou,Zhang Xingyong,A,Successful Participant,1226
Baoding,Peng Li,A,Meritorious,1307
Harbin,Fangge Li,B,Successful Participant,1260
Beijing,Haibin Duan,B,Honorable Mention,1566
Qingdao,Shuxiang Wang,A,Successful Participant,1610
Jinan,Shuxiang Huang,B,Successful Participant,1349
Beijing,Qinghua Gong,D,Honorable Mention,109
Suzhou,Jingming Guo,D,Honorable Mention,1211
Taiyuan,Jianghao Hao,A,Successful Participant,1059
Baoding,Hongshan Zhao,D,Honorable Mention,1307
Lanzhou,ChengCheng Ma,D,Successful Participant,643
Lanzhou,Feng Liu,B,Successful Participant,643
Jiaozuo City,Tong Zhang,B,Meritorious,1038
Fuzhou,Youfeng Su,B,Successful Participant,1295
Tianjin,Mingjiu Jiang,A,Successful Participant,1490
Chongqing,Xiaofeng Chen,D,Honorable Mention,1592
Chengdu,Yunlong Sun,A,Meritorious,1679
Beijing,zhiguo Zhang,A,Successful Participant,70
Hangzhou,Kai Zhou,C,Honorable Mention,1245
Hangzhou,Hao Shen,C,Honorable Mention,335
Chengdu,Yulan Wang,B,Successful Participant,243
Xi'an,Zhongkui Sun,C,Honorable Mention,790
Guangzhou,shaohui zhang,A,Successful Participant,34
Beijing,Yong ZUO,C,Successful Participant,1519
Chongqing,Lei Zhang,B,Successful Participant,1592
Guangzhou,Zhanyong Zou,B,Honorable Mention,193
Beijing,Zongyi Li,A,Successful Participant,521
Harbin,Yingzi Yang,A,Honorable Mention,1021
Beijing,Zhao Wen Bo,B,Successful Participant,1519
Fuxin,Bei Zhan Liu,A,Successful Participant,1094
Beijing,Jiangrong Chen,A,Successful Participant,3
Xiamen,Weiling Yang,D,Honorable Mention,1250
BEIJING,MINGXI WANG,C,Successful Participant,970
Nanjing,Fengli Song,D,Successful Participant,66
Nanjing,Banggui Zheng,A,Honorable Mention,269
Changzhou,Jiangao Deng,B,Successful Participant,371
Jinan,Baodong LIU,B,Honorable Mention,366
Nanjing,Weihua Huang,A,Honorable Mention,816
Beijing,Qinyan Zhang,B,Honorable Mention,1519
Beijing,Xuhong Sun,A,Successful Participant,900
Macon,Joseph A Iskra,A,Successful Participant,492
WUHAN,Aijiao Deng,A,Successful Participant,60
Xi'an,Xiaole Yue,B,Successful Participant,790
Dalian,Wang Jinzhi,A,Honorable Mention,263
Beijing,Xueyang Song,A,Honorable Mention,1191
Chongqing,Zhiyong Ye,B,Honorable Mention,802
Nanjing,Ye Jun,A,Meritorious,772
Shenyang,Qi Wang,A,Successful Participant,1037
Xiamen,Jiao Lian Zu,B,Successful Participant,509
Xiâ€™an,Jihong Dou,B,Successful Participant,502
Wuhan,Deng Aijiao,A,Successful Participant,36
Tianjin,daoping wang,D,Successful Participant,169
Nanjing,Dandan Chen,B,Successful Participant,1082
Shanghai,Jianming Zhu,D,Honorable Mention,1181
Hangzhou,Juli Zhang,A,Successful Participant,1040
Zhengzhou,Hongrui Zhang,A,Honorable Mention,1512
Shenyang,Yanrui Sun,A,Honorable Mention,1147
Dalian,Bai Rixia,C,Successful Participant,263
Changsha,Han Luo,A,Successful Participant,431
Xiangtan,Hongliang Liu,B,Honorable Mention,1264
Beijing,Xinchao Zhao,D,Honorable Mention,70
Clear Water Bay-Kowloon,Ke Yi,A,Honorable Mention,745
Nanjing,Xu Jin,A,Successful Participant,934
Minneapolis,Ryan N Goh,A,Honorable Mention,189
Nanjing,Quan Yuan,A,Successful Participant,1337
Weihai,Zhulou Cao Bing Yang,A,Honorable Mention,314
Xi'an,YinDi Zhang,A,Successful Participant,703
Xuzhou,Zongxiang Wu,B,Successful Participant,1226
Guangzhou,Zhongyan Li,A,Successful Participant,1546
Harbin,Jingxin Zhang,A,Honorable Mention,676
Dalian,Zhandong Xu,B,Successful Participant,636
City University of Hong Kong,Shun Zhang,A,Successful Participant,1208
Chengdu City,JianCheng Hu,B,Meritorious,1646
Guangzhou,Yongkuan Cheng,B,Honorable Mention,580
Lewisburg,Adam Piggott,B,Honorable Mention,1654
HangZhou,Zhan Wang,B,Successful Participant,123
shanghai,xiaomin wang,A,Honorable Mention,515
Nanning,Zhou Wanzhi,A,Honorable Mention,1240
Harbin,Zhanguo Zhang,A,Honorable Mention,1260
Arcata,Brad Finney,C,Meritorious,701
Jilin,Zhang Lichun Wei Yuncai,A,Successful Participant,1582
Shanghai,Peng Zhang,A,Successful Participant,400
Wuhan,Youxi Luo,A,Honorable Mention,1157
Jinhua,Xinzhong Lv,D,Successful Participant,495
Columbia,John R Long,A,Honorable Mention,1046
Ji ning,Zhao Wen Zheng,B,Successful Participant,77
Nanjing,Guoqing Liu,A,Successful Participant,1207
Xuzhou,Zhang Xingyong,B,Successful Participant,1226
Beijing,Shuai Ma,C,Honorable Mention,1322
Xiangtan,Chengfu Li,A,Honorable Mention,1264
Chengdu,Yong Zhang,A,Successful Participant,917
Beijing,Lizhuo Zhang,C,Honorable Mention,639
Manchester,Yin Chen,A,Successful Participant,1275
shanghai,Wenhao Zhang,A,Successful Participant,709
Xuzhou,Yongsheng Wei,D,Honorable Mention,402
Madison,Saverio E Spagnolie,B,Honorable Mention,988
Wuhan,Ruo Zhou,A,Honorable Mention,457
Xi'an,mingli jing,B,Successful Participant,826
Chongqing,Renbin He,C,Honorable Mention,231
Baoding,Xuguang Wang,D,Successful Participant,1514
Shenyang,Long Ma,A,Honorable Mention,438
QingDao,Xiang Gao,B,Successful Participant,734
Hangzhou,Hui Wang,D,Honorable Mention,986
Shanghai,Fan Hong Fei,A,Successful Participant,1160
Wuhan,Luwei Ding,B,Successful Participant,611
Cambridge,Henry Wilton,B,Honorable Mention,1574
Waverly,Mariah Birgen,A,Successful Participant,524
Beijing,Biao Wang,A,Successful Participant,1497
Beijing,Yong ZUO,A,Honorable Mention,1519
WuHan,Yuanming Hu,A,Honorable Mention,264
Zhuhai,Wei Zhou,D,Successful Participant,1203
Guangzhou,tan yang,A,Successful Participant,103
HeFei,XinMao Wang,A,Successful Participant,1188
Anqing,Zhihua Wang,A,Successful Participant,941
Changsha,Fuli He,A,Honorable Mention,1378
Hangzhou,Jueliang Hu,A,Successful Participant,75
Harbin,Weibo Wang,A,Honorable Mention,1021
Richardson,K. Alex Mills,A,Successful Participant,45
Changzhou,Huili Ma,A,Successful Participant,473
Daqing,Jin Shan,A,Successful Participant,716
Taiyuan,xue wu chang,B,Successful Participant,1059
Beijing,Gao Dongxu,A,Successful Participant,1414
Dalian,Yunjie Zhang,B,Successful Participant,609
Chongqing,Qu Gong,D,Successful Participant,231
Mianyang,Kelong Zheng,B,Successful Participant,389
Harbin,Yingzi Yang,A,Successful Participant,1021
Jinzhong,Fugui Wang,A,Successful Participant,955
Dalian,Yongchao Liu,A,Successful Participant,609
Guangzhou,Zhiheng Huang,B,Successful Participant,1315
Beijing,Zhao Yufeng,B,Successful Participant,1115
Wuhan,Yuanming Hu,D,Meritorious,1677
Shanghai,Jin Yongfei,D,Honorable Mention,21
Norman,Ying Wang,A,Honorable Mention,1171
Chongqing,Qu Gong,A,Outstanding Winner,231
Nanjing,Banggui Zheng,A,Successful Participant,269
Suzhou,Gang Liu,B,Honorable Mention,1211
Tianjin,Xiujuan Pan,A,Successful Participant,91
Weihai,Xiaofang Li,B,Honorable Mention,757
Guangzhou,Haizhang Zhang,B,Honorable Mention,1315
Yichang,Yaliang Wu,A,Meritorious,685
Macau,Yong Liang,A,Successful Participant,1258
Nanjing,Chun-Zheng Cao,A,Meritorious,1362
Shanghai,Tianxu Chen,A,Successful Participant,624
Shanghai,Zhi-Hua Hu,B,Meritorious,201
Tianjin,Hua Yu,B,Successful Participant,169
Chengdu,DING CHUAN,A,Meritorious,1230
Shanghai,Lu Xiwen,B,Successful Participant,21
Chengdu,Meng Wu,B,Meritorious,298
CHENG DU,Chongshuang Chen,A,Honorable Mention,1090
Guangzhou,Ping Huang,D,Honorable Mention,580
Beijing,Binghui Guo,A,Successful Participant,1322
Wuhan,Yang keling,A,Successful Participant,1338
Shanghai,Lianxin Wei,A,Successful Participant,1238
Beijing,Hao Wu,A,Successful Participant,951
Shanghai,Liangjian Hu,A,Honorable Mention,1565
Changchun,Guo Hua,A,Successful Participant,658
Wuhan,XiaoBo Yin,C,Successful Participant,982
Beijing,Guifeng Yan,D,Successful Participant,894
Baoding,Xiaohong Zhang,A,Successful Participant,793
Harbin,Bin Zhou,A,Meritorious,1021
Jinhua,Yanfeng Shen,D,Successful Participant,495
Bengbu,Tian Xiaolan,D,Honorable Mention,590
Taiyuan,Aimin Zhao,A,Successful Participant,1059
Beijing,Yi Cao,D,Successful Participant,1191
shenyang,Qicheng Xu,B,Successful Participant,33
Livonia,Susan A Toma,A,Honorable Mention,1542
Changchun,Jianing Sun,A,Successful Participant,1009
Shenyang,Dai Yu,A,Successful Participant,175
Qingdao,Shengshan Cao,B,Successful Participant,1066
shanghai,xiaomin wang,D,Meritorious,515
Qingdao,Sun Yuhua,B,Successful Participant,32
Changsha,Qiulian Fang,C,Successful Participant,1378
Beijing,Zhi Pan,B,Meritorious,1563
Harbin,Liu Fengqiu,D,Meritorious,855
Tianjin,Shiguang Ma,A,Successful Participant,158
Qingdao,Hualin Cao,B,Honorable Mention,39
Beijing,Dahai Han,B,Successful Participant,1519
Zhengzhou,Zhang Xiaoyong,A,Honorable Mention,42
shanghai,xiaomin wang,A,Successful Participant,515
Hefei,Qiang Ling,A,Honorable Mention,776
Shanghai,Chaoxuan Mao,B,Successful Participant,1550
Beijing,Lina Cao,A,Honorable Mention,861
Tangshan,Li Dongmei,A,Honorable Mention,268
Xuzhou,Zhang Honglei,A,Honorable Mention,1409
Hangzhou,Xusheng Kang,A,Meritorious,1350
Beijing,Hong Liu,D,Successful Participant,1227
Chongqing,Jianwen Xu,A,Successful Participant,231
La Grande,Anthony A Tovar,A,Successful Participant,339
Shenyang,Zhu Qian,A,Honorable Mention,840
CHENGDU,Rongrong Song,A,Successful Participant,1333
Harbin,Zhanguo Zhang,A,Meritorious,1260
Beijing,Yangan Zhang,D,Honorable Mention,70
Shenyang,Xiangde Zhang,B,Honorable Mention,994
Jinan,Bo Xie,A,Honorable Mention,1110
Hangzhou,Yang Xiaorong,C,Honorable Mention,255
Fushun,Wei Fu,B,Successful Participant,449
Changchun,jie Liu,A,Successful Participant,760
Beijing,Chunguang Li,A,Successful Participant,1519
Buffalo,John Ringland,B,Honorable Mention,1385
Tianjin City,Xuewei Cao,B,Meritorious,161
Dalian,Li Xiaoniu,D,Successful Participant,998
Qingdao,xiang gao,B,Successful Participant,1575
Xi'an,Yongfeng Xu,A,Successful Participant,146
Beijing,Junqing Chen,C,Honorable Mention,951
Wuhan,Feng Liu,A,Successful Participant,611
Beijing,Heng Mao,A,Successful Participant,1414
Dezhou,Jinchan Wang,A,Honorable Mention,1148
Shanghai,Zhengyi Jiang,A,Successful Participant,1550
South Hadley,Jessica S Sidman,B,Successful Participant,439
Beijing,Jiani Hu,A,Honorable Mention,1519
Zhuhai,MengHong Bao,D,Successful Participant,1203
Jinan,Xiaodong Yang,A,Successful Participant,1349
Beijing,Yong ZUO,A,Meritorious,1519
Beijing,Hao Sheng,A,Successful Participant,1322
Tianjin,Na Zhao,B,Honorable Mention,169
Guangzhou,Zhujun Fan,C,Successful Participant,1315
Bealfast,Jia Zhai,D,Honorable Mention,744
Chengdu,Hou-biao Li,A,Successful Participant,917
Chengdu,Lin Bai,A,Successful Participant,243
Beijing,Du Jian,A,Successful Participant,1231
Fushun,Na Yi,B,Successful Participant,1633
Beijing,Di Chen,A,Successful Participant,1190
Changsha,Hongyan Zhang,A,Honorable Mention,1378
Shanghai,Yan Wu,A,Successful Participant,28
SHENYANG,Zhenhuan Lv,A,Successful Participant,1281
Yichun,Aibin Zang,A,Honorable Mention,1528
Guangzhou,Tan Yang,A,Successful Participant,103
Shenyang,Nan Feng,B,Honorable Mention,566
Beijing,Jianping Yang,D,Meritorious,1406
Qinhuangdao,Yin Zhang,B,Successful Participant,1431
shenyang,Lihua Sun,A,Successful Participant,33
Changsha,Xuanyun Qin,A,Outstanding Winner,1378
Chongqing,Wei Zhu,A,Meritorious,362
Shenyang,Shuni Song,A,Meritorious,1407
Chongqing,Zhou Hongjun,A,Honorable Mention,1606
Tianjin,Kui Wang,A,Honorable Mention,169
Clemson,Matthew Macauley,B,Honorable Mention,886
Changsha,Ziyang Mao,B,Honorable Mention,183
Dalian,Fengqi Li,A,Honorable Mention,640
Wuhan,Aijiao Deng,D,Successful Participant,36
Beijing,Yumei Li,D,Successful Participant,993
Beijing,Xiaobao Zhu,B,Successful Participant,110
Dalian,Wang Sen,A,Successful Participant,1454
Xiâ€™an,Wenhui Meng,A,Honorable Mention,502
Shanghai,Yumei Liang,B,Successful Participant,1550
Zhengzhou,Yanling Cai,A,Honorable Mention,9
Jinan,Ju LIU,A,Successful Participant,366
Beijing,Gang Chen,A,Honorable Mention,1519
Nanjing,Jian Zhao,B,Successful Participant,1207
Tianjin,Chunhua Ma,B,Successful Participant,169
Yantai,Fanqiu Kong,A,Successful Participant,186
Harbin,Rui Zang,A,Successful Participant,286
Beijing,HaiYan Sun,B,Honorable Mention,1322
Xiamen,Zhi-wei Chen,A,Successful Participant,1250
Yangling,Lifei ZHENG,A,Honorable Mention,1031
Harbin,Fuli Li,A,Honorable Mention,1021
Chongqing,Qinghua Zhang,A,Successful Participant,362
Guangzhou,Jingheng Cai,A,Meritorious,1315
Xuzhou,Suo Xinli,D,Successful Participant,1226
Beijing,Dajun Xing,A,Successful Participant,913
Weihai,Yude Bu,B,Honorable Mention,314
Wuhan,Guang Guo Yan,A,Successful Participant,1256
BEIJING,Bing Li,A,Successful Participant,508
Jinan,Baodong LIU,D,Honorable Mention,366
Beijing,Xiaoqi Feng,A,Honorable Mention,398
Wuhan,Jiawen Bian,B,Successful Participant,1058
Shanghai,Lingjun Zhou,B,Meritorious,681
Beijing,Wei Feng,B,Successful Participant,1322
Morehead,Michael Dobranski,A,Successful Participant,879
Xiamen,Shixiao Xiao,A,Successful Participant,1173
Wenzhou,Xiaoqin Zhang,B,Honorable Mention,1558
Xi'an,yang song,B,Successful Participant,1662
Tianjin,Ya li Dong,A,Honorable Mention,91
Xi'an,Shengli Zhang,B,Finalist,579
Nanjing,Xiaoxin Zhu,B,Honorable Mention,1362
Shenyang,Li Cong,A,Successful Participant,207
Wuhan,Li Bo,B,Successful Participant,98
Nanjing,Wenlong Fei,B,Successful Participant,66
Chengdu,Wei Pu,A,Honorable Mention,486
Chongqing,Lan Lei,C,Honorable Mention,782
HeFei,Yunfei Shao,B,Successful Participant,78
Beijing,Yuemeng Wang,A,Successful Participant,1322
Nanjing,Zhonghua Qiu,A,Successful Participant,934
